
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1  0.34523      -1.4808     -0.46797       1.5909     
       2 -0.28576      -1.7479     -0.61626       1.8752     
       3  0.17794       0.0000      0.76661E-001 0.19375     
       4  0.19161     -0.19567     -0.87124E-001 0.28738     
       5 -0.12850     -0.40261      0.22635      0.47941     
       6 -0.20319E-001 -2.3900      0.57445       2.4581     
       7 -0.14693       0.0000      0.32471      0.35641     
       8 -0.45786     -0.83021      0.29180      0.99198     
       9 -0.47367     -0.84834      0.29981       1.0168     
      10  0.33483E-001 -1.6048      0.75022       1.7718     
      11 -0.53071      -1.0772      0.55022       1.3209     
      12  0.50890     -0.65233      0.48631      0.95969     
      13 -0.49157      -1.0664      0.69286       1.3634     
      14 -0.46181      -1.0790      0.73892       1.3869     
      15 -0.43164      -1.0672      0.76585       1.3826     
      16 -0.46702      -1.1031      0.74904       1.4128     
      17 -0.44747      -1.1000      0.76626       1.4133     
      18 -0.41237      -1.1012      0.80226       1.4235     
      19 -0.41523      -1.1396      0.82186       1.4651     
      20 -0.39530      -1.1388      0.83793       1.4681     
      21 -0.37653      -1.1574      0.86342       1.4923     
      22 -0.32834      -1.1820      0.90907       1.5268     
      23 -0.14490       0.0000      0.32855      0.35909     
      24 -0.19189       0.0000      0.32724      0.37935     
      25 -0.20720       0.0000      0.36659      0.42110     
      26 -0.27111     -0.13612      0.33698      0.45342     
      27 -0.32252     -0.33926      0.31006      0.56147     
      28 -0.33307     -0.39242      0.26739      0.58002     
      29 -0.32106     -0.39027      0.24439      0.56135     
      30 -0.32896     -0.42814      0.18880      0.57199     
      31 -0.35392     -0.47669      0.13648      0.60919     
      32 -0.37971     -0.52915      0.96249E-001 0.65836     
      33 -0.40653     -0.57026      0.82249E-001 0.70515     
      34 -0.43999     -0.62604      0.91865E-001 0.77069     
      35 -0.44583     -0.63798      0.77260E-001 0.78215     
      36 -0.44346     -0.63673      0.64262E-001 0.77859     
      37 -0.47151     -0.68523      0.78903E-001 0.83551     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.50014     -0.73392      0.93338E-001 0.89302     
      39 -0.52258     -0.77543      0.11447      0.94207     
      40 -0.54705     -0.82093      0.15688      0.99890     
      41 -0.56437     -0.86346      0.20152       1.0510     
      42 -0.54638     -0.85698      0.21209       1.0382     
      43 -0.52212     -0.82618      0.18967      0.99557     
      44 -0.50782     -0.83109      0.22038      0.99859     
      45 -0.49900     -0.86027      0.28004       1.0332     
      46 -0.48474     -0.81398      0.23272      0.97555     
      47 -0.50034     -0.81124      0.19546      0.97296     
      48 -0.50014     -0.77822      0.13715      0.93518     
      49 -0.47521     -0.72596      0.87832E-001 0.87210     
      50 -0.43635     -0.65048      0.40417E-001 0.78432     
      51 -0.38011     -0.55157     -0.96436E-002 0.66993     
      52 -0.31759     -0.44535     -0.44762E-001 0.54882     
      53 -0.29811     -0.40217     -0.64729E-001 0.50478     
      54 -0.22252     -0.27095     -0.80836E-001 0.35981     
      55 -0.12754     -0.12866     -0.74359E-001 0.19583     
      56 -0.12540     -0.13201     -0.59397E-001 0.19152     
      57 -0.84388E-001-0.77333E-001-0.59746E-001 0.12912     
      58   0.0000       0.0000       0.0000       0.0000     
      59 -0.96231E-001-0.12507     -0.31286E-001 0.16088     
      60 -0.13578     -0.15349     -0.47989E-001 0.21047     
      61 -0.17594     -0.18569     -0.26795E-001 0.25720     
      62 -0.16483     -0.13133      0.69388E-003 0.21075     
      63 -0.15193     -0.10587      0.23878E-001 0.18671     
      64 -0.12980     -0.75236E-001 0.76831E-001 0.16856     
      65 -0.12231     -0.55105E-001 0.73202E-001 0.15283     
      66 -0.98181E-001-0.30710E-001 0.57490E-001 0.11785     
      67 -0.86858E-001  0.0000      0.96826E-001 0.13008     
      68 -0.77335E-001  0.0000      0.13194      0.15294     
      69 -0.10248       0.0000      0.15570      0.18640     
      70 -0.91672E-001  0.0000      0.19162      0.21242     
      71 -0.10517       0.0000      0.18652      0.21412     
      72 -0.93010E-001  0.0000      0.18477      0.20686     
      73 -0.79019E-001  0.0000      0.17652      0.19339     
      74 -0.39557E-001  0.0000      0.19388      0.19788     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75 -0.51356E-001  0.0000      0.19765      0.20421     
      76 -0.90876E-001  0.0000      0.18291      0.20425     
      77 -0.10133       0.0000      0.14513      0.17701     
      78 -0.88381E-001  0.0000      0.13758      0.16352     
      79 -0.94116E-001-0.39725      0.61143E-001 0.41280     
      80 -0.11316     -0.62719      0.18528E-001 0.63758     
      81 -0.10918     -0.77938     -0.15752E-001 0.78715     
      82 -0.14196     -0.88562     -0.47196E-001 0.89817     
      83 -0.17792     -0.96467     -0.74690E-001 0.98378     
      84 -0.21980      -1.0215     -0.98178E-001  1.0495     
      85 -0.23416      -1.1035     -0.13546       1.1362     
      86 -0.25157      -1.2005     -0.17755       1.2394     
      87 -0.28076      -1.2892     -0.21109       1.3362     
      88 -0.28414      -1.3311     -0.23278       1.3808     
      89 -0.31976      -1.3619     -0.24453       1.4201     
      90 -0.30751      -1.4036     -0.27318       1.4626     
      91 -0.28680      -1.3844     -0.26875       1.4391     
      92 -0.31051      -1.4579     -0.31774       1.5241     
      93 -0.32848      -1.5194     -0.37088       1.5981     
      94 -0.33932      -1.5613     -0.40334       1.6478     
      95 -0.32591      -1.6433     -0.49116       1.7458     
      96  0.21872       0.0000      0.89642E-001 0.23638     
      97  0.24500       0.0000      0.87779E-001 0.26025     
      98  0.26131       0.0000      0.11444      0.28527     
      99  0.27476       0.0000      0.15577      0.31584     
     100  0.28212       0.0000      0.19191      0.34120     
     101  0.31084       0.0000      0.18561      0.36204     
     102  0.27342       0.0000      0.25137      0.37140     
     103  0.26180       0.0000      0.29225      0.39237     
     104  0.24960       0.0000      0.33148      0.41495     
     105  0.22741       0.0000      0.33117      0.40173     
     106  0.17794       0.0000      0.36506      0.40611     
     107  0.14001       0.0000      0.39068      0.41501     
     108  0.12267       0.0000      0.39638      0.41492     
     109  0.93581E-001  0.0000      0.40480      0.41548     
     110  0.72412E-001  0.0000      0.41184      0.41816     
     111  0.49992E-001  0.0000      0.41104      0.41407     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
     112  0.31494E-001  0.0000      0.40623      0.40745     
     113  0.15612E-001  0.0000      0.39596      0.39627     
     114  0.16072E-002  0.0000      0.39064      0.39065     
     115  0.75908E-002  0.0000      0.39172      0.39179     
     116  0.50853E-002  0.0000      0.38834      0.38838     
