
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1  0.36610      -1.4961     -0.44955       1.6045     
       2 -0.31797      -1.7867     -0.58771       1.9076     
       3  0.19601       0.0000      0.95697E-001 0.21813     
       4  0.18794     -0.16700     -0.79384E-001 0.26366     
       5 -0.97946E-001-0.35022      0.20963      0.41976     
       6  0.12902      -2.2553      0.33454       2.2836     
       7 -0.14545       0.0000      0.35143      0.38035     
       8 -0.43471     -0.73039      0.27709      0.89399     
       9 -0.45046     -0.74700      0.28398      0.91737     
      10 -0.13100E-001 -1.4465      0.57170       1.5555     
      11 -0.50226     -0.94463      0.50143       1.1815     
      12  0.52526     -0.60294      0.49917      0.94265     
      13 -0.49730     -0.98240      0.68448       1.2965     
      14 -0.46760     -0.99435      0.73016       1.3193     
      15 -0.43781     -0.98629      0.76003       1.3199     
      16 -0.47234      -1.0141      0.73771       1.3401     
      17 -0.45307      -1.0131      0.75613       1.3429     
      18 -0.41805      -1.0164      0.79356       1.3555     
      19 -0.41981      -1.0483      0.80783       1.3885     
      20 -0.39979      -1.0491      0.82498       1.3932     
      21 -0.38024      -1.0658      0.84885       1.4146     
      22 -0.33085      -1.0886      0.89407       1.4470     
      23 -0.14315       0.0000      0.35438      0.38219     
      24 -0.18551       0.0000      0.34904      0.39528     
      25 -0.20102       0.0000      0.38569      0.43493     
      26 -0.26209     -0.12733      0.35809      0.46167     
      27 -0.31966     -0.32178      0.33259      0.56244     
      28 -0.33143     -0.37249      0.29039      0.57699     
      29 -0.31932     -0.37093      0.26855      0.55828     
      30 -0.32978     -0.40575      0.21380      0.56488     
      31 -0.35622     -0.45012      0.16047      0.59603     
      32 -0.38290     -0.49804      0.11850      0.63930     
      33 -0.40955     -0.53444      0.10136      0.68091     
      34 -0.44275     -0.58432      0.10824      0.74106     
      35 -0.44802     -0.59377      0.92501E-001 0.74956     
      36 -0.44552     -0.59202      0.78977E-001 0.74513     
      37 -0.47253     -0.63421      0.90371E-001 0.79604     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.50010     -0.67556      0.10228      0.84672     
      39 -0.52062     -0.70992      0.12079      0.88861     
      40 -0.54246     -0.74734      0.15902      0.93706     
      41 -0.55678     -0.78129      0.19835      0.97967     
      42 -0.53636     -0.77104      0.20731      0.96186     
      43 -0.51168     -0.74231      0.18687      0.92074     
      44 -0.49352     -0.74105      0.21444      0.91580     
      45 -0.47852     -0.76115      0.26687      0.93784     
      46 -0.46808     -0.72212      0.22568      0.88966     
      47 -0.48794     -0.72573      0.19227      0.89540     
      48 -0.49198     -0.70275      0.13936      0.86910     
      49 -0.47025     -0.65954      0.94251E-001 0.81549     
      50 -0.43374     -0.59451      0.49014E-001 0.73754     
      51 -0.37916     -0.50719      0.13357E-002 0.63325     
      52 -0.31731     -0.41008     -0.34088E-001 0.51963     
      53 -0.29836     -0.37185     -0.53959E-001 0.47980     
      54 -0.22187     -0.25024     -0.72718E-001 0.34225     
      55 -0.12385     -0.11736     -0.70233E-001 0.18451     
      56 -0.12255     -0.12152     -0.55535E-001 0.18130     
      57 -0.80880E-001-0.70188E-001-0.54771E-001 0.12028     
      58   0.0000       0.0000       0.0000       0.0000     
      59 -0.97456E-001-0.11546     -0.25590E-001 0.15324     
      60 -0.13961     -0.14197     -0.37912E-001 0.20270     
      61 -0.18232     -0.17560     -0.11391E-001 0.25339     
      62 -0.17228     -0.12480      0.14146E-001 0.21320     
      63 -0.16050     -0.10242      0.40575E-001 0.19467     
      64 -0.14072     -0.73738E-001 0.95795E-001 0.18552     
      65 -0.13302     -0.54499E-001 0.89100E-001 0.16912     
      66 -0.10619     -0.31153E-001 0.69140E-001 0.13049     
      67 -0.96144E-001  0.0000      0.11058      0.14653     
      68 -0.85534E-001  0.0000      0.15107      0.17360     
      69 -0.10883       0.0000      0.18073      0.21097     
      70 -0.95216E-001  0.0000      0.22265      0.24215     
      71 -0.10539       0.0000      0.22370      0.24728     
      72 -0.90595E-001  0.0000      0.22389      0.24152     
      73 -0.73862E-001  0.0000      0.21865      0.23079     
      74 -0.34446E-001  0.0000      0.23988      0.24234     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75 -0.45763E-001  0.0000      0.24595      0.25017     
      76 -0.78695E-001  0.0000      0.24049      0.25304     
      77 -0.84365E-001  0.0000      0.21758      0.23336     
      78 -0.67109E-001  0.0000      0.23189      0.24141     
      79 -0.75446E-001-0.42165      0.15687      0.45617     
      80 -0.97594E-001-0.66369      0.10224      0.67858     
      81 -0.98698E-001-0.82568      0.48689E-001 0.83298     
      82 -0.13447     -0.93424      0.54346E-002 0.94388     
      83 -0.17678      -1.0128     -0.32088E-001  1.0286     
      84 -0.22513      -1.0655     -0.63972E-001  1.0909     
      85 -0.24289      -1.1471     -0.10384       1.1771     
      86 -0.26395      -1.2438     -0.14790       1.2801     
      87 -0.29718      -1.3301     -0.18135       1.3749     
      88 -0.30178      -1.3733     -0.20238       1.4205     
      89 -0.34080      -1.3986     -0.21333       1.4553     
      90 -0.32877      -1.4449     -0.24181       1.5014     
      91 -0.30628      -1.4290     -0.23809       1.4807     
      92 -0.33384      -1.5012     -0.28639       1.5643     
      93 -0.35549      -1.5595     -0.33893       1.6350     
      94 -0.36835      -1.5963     -0.37055       1.6796     
      95 -0.35781      -1.6797     -0.45933       1.7778     
      96  0.23764       0.0000      0.11167      0.26257     
      97  0.26301       0.0000      0.11191      0.28584     
      98  0.27818       0.0000      0.13973      0.31130     
      99  0.29291       0.0000      0.18151      0.34459     
     100  0.29933       0.0000      0.21710      0.36978     
     101  0.32628       0.0000      0.20976      0.38789     
     102  0.29147       0.0000      0.27590      0.40135     
     103  0.27859       0.0000      0.31664      0.42175     
     104  0.26419       0.0000      0.35619      0.44347     
     105  0.24129       0.0000      0.35700      0.43089     
     106  0.19100       0.0000      0.39100      0.43516     
     107  0.15284       0.0000      0.41802      0.44508     
     108  0.13407       0.0000      0.42295      0.44369     
     109  0.10451       0.0000      0.43275      0.44519     
     110  0.81819E-001  0.0000      0.43830      0.44587     
     111  0.58205E-001  0.0000      0.43913      0.44297     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     9                                             
   TIME=   0.90000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
     112  0.38774E-001  0.0000      0.43517      0.43690     
     113  0.21794E-001  0.0000      0.42487      0.42543     
     114  0.66858E-002  0.0000      0.41951      0.41956     
     115  0.13000E-001  0.0000      0.42080      0.42100     
     116  0.99236E-002  0.0000      0.41780      0.41792     
     117  0.17297E-001  0.0000      0.41951      0.41986     
